customer_id,first_name,last_name,email,phone,age,income,registration_date,status,city,state,purchase_amount,loyalty_score
CUST_00062,David,TAYLOR,david.taylor@gmail.com,4566109433,37,36802,2022-03-16,Pending,Houston,NY,1199.06,84
CUST_00063,david,Anderson,david.anderson@gmail.com,1231757329,35,106689,2023-10-25,Active,Chicago,PA,737.56,19
CUST_00064,Chris,MOORE,chris.moore@gmail.com,999.266.7438,50,117895,2023-02-26,Suspended,San Diego,CA,,75
CUST_00065,John,Thomas,john.thomas@yahoo.com,999-636-7229,38,79127,2023-11-15,Inactive,San Antonio,CA,,95
CUST_00066,Mike,Anderson,mike.anderson@gmail.com,999.724.8932,32,500000,2021-08-14,Inactive,San Diego,AZ,1151.22,70
CUST_00067,Tom,Wilson,tom.wilson@gmail.com,555.319.4310,62,39316,2023-06-14,Inactive,houston,TX,114.46,53
CUST_00068,Emma,Johnson,emma.johnson@yahoo.com,(555) 588-4267,32,119780,2020-03-17,Inactive,San Antonio,NY,,51
CUST_00069,Mike,MILLER,mike.miller@invalid,789-636-9092,39,85150,2023-08-20,Suspended,chicago,AZ,1516.99,23
CUST_00070,Tom,MOORE,tom.moore@gmail.com,(456) 106-5272,41,33142,2023-09-29,Active,San Diego,TX,,91
CUST_00071,Jane,Miller,jane.miller@yahoo.com,(789) 525-9998,51,35237,2023-03-01,Active,New York,TX,308.21,42
CUST_00072,Emma,Johnson,emma.johnson@gmail.com,(456) 625-7806,70,53560,2023-03-30,Active,New York,TX,,9
CUST_00073,Emma,Smith,emma.smith@yahoo.com,789-990-7184,40,95419,2022-03-15,Inactive,Houston,AZ,1441.0,55
CUST_00074,Sarah,Davis,sarah.davis@gmail.com,5557081550,63,57077,2020-03-31,Pending,San Diego,NY,1987.03,30
CUST_00075,Anna,Wilson,anna.wilson@yahoo.com,9997417999,40,1000000,2022-02-19,Suspended,San Antonio,IL,952.3,29
CUST_00076,Mike,Taylor,mike.taylor@gmail.com,(456) 438-2295,61,30183,2020-05-29,Inactive,San Jose,CA,1815.0,39
CUST_00077,John,Davis,john.davis@gmail.com,9998945637,59,59283,2022-01-06,Pending,san diego,CA,647.26,27
CUST_00078,Tom,Smith,tom.smith@gmail.com,5556835026,78,58728,2022-09-27,Pending,San Diego,IL,1097.63,24
CUST_00079,Chris,Smith,chris.smith@gmail.com,456.109.4583,58,105808,2022-09-16,Pending,new york,NY,1447.16,69
CUST_00080,John,Anderson,john.anderson@gmail.com,(456) 346-4144,43,56877,2023-11-28,Inactive,Phoenix,NY,764.74,71
CUST_00081,john,Brown,john.brown@invalid,(123) 640-1697,35,98860,2023-09-09,Active,Chicago,TX,1506.99,92
CUST_00082,Jane,Miller,jane.miller@gmail.com,(456) 909-2284,67,103067,2022-03-23,Suspended,New York,CA,718.06,49
CUST_00083,anna,Moore,anna.moore@gmail.com,4561056050,35,36442,2021-01-18,Pending,San Diego,CA,714.29,12
CUST_00084,lisa,Moore,lisa.moore@yahoo.com,456.273.3274,22,61170,2022-05-12,Suspended,San Diego,TX,996.65,79
CUST_00085,Jane,Brown,jane.brown@gmail.com,789-407-6253,150,116089,2023-07-20,Pending,San Jose,AZ,791.94,15
CUST_00086,Sarah, Thomas,sarah.thomas@yahoo.com,456-951-2133,33,45203,2022-05-16,Pending,Los Angeles,CA,1018.16,89
CUST_00087,John,Wilson,john.wilson@gmail.com,(789) 270-1725,34,122891,2022-11-28,Inactive,San Diego,CA,309.98,4
CUST_00088,David,MOORE,david.moore@gmail.com,456.199.8178,20,40084,2020-02-16,Suspended,Los Angeles,TX,1108.3,43
CUST_00089,Emma,Davis,emma.davis@yahoo.com,(456) 560-8037,69,49505,2022-01-19,Suspended,Houston,CA,1281.83,77
CUST_00090,Tom,Thomas,tom.thomas@yahoo.com,(999) 704-2388,62,75916,2022-05-06,Inactive,San Jose,TX,1294.07,23
CUST_00091,Emma,Miller,emma.miller@gmail.com,4565189056,46,35835,2023-03-03,Active,Houston,TX,1563.67,73
CUST_00092,Emma,Anderson,emma.anderson@invalid,999-878-8231,20,70688,2020-06-27,Pending,Los Angeles,CA,1723.49,79
CUST_00093,Mike,Thomas,mike.thomas@gmail.com,(999) 272-6302,66,145424,2020-05-01,Suspended,Chicago,IL,1658.68,98
CUST_00094,Tom,Taylor,tom.taylor@yahoo.com,123.811.7046,73,121039,2020-07-09,Pending,Philadelphia,TX,864.99,28
CUST_00095,Lisa,Miller,lisa.miller@yahoo.com,1239783588,79,115255,2020-09-27,Suspended,Chicago,CA,508.27,48
CUST_00096,Mike,Smith,mike.smith@yahoo.com,(123) 318-8812,39,137766,2022-05-14,Inactive,san diego,CA,741.45,39
CUST_00097,mike,Brown,mike.brown@gmail.com,4562433017,45,43327,2021-05-22,Suspended,Los Angeles,CA,1883.15,4
CUST_00098,David,Davis,david.davis@yahoo.com,456.611.2163,26,134965,2023-03-10,Pending,Philadelphia,CA,,99
CUST_00099,anna,Johnson,anna.johnson@gmail.com,999.184.9791,23,51633,2020-11-14,Suspended,San Antonio,CA,880.6,31
CUST_00100,Jane,Moore,jane.moore@gmail.com,123.267.9133,26,139486,2021-07-04,Active,New York,TX,1427.52,74
CUST_00101,Emma,TAYLOR,emma.taylor@yahoo.com,999-333-9336,41,44671,2021-01-01,Active,Dallas,TX,504.04,93
CUST_00102,Jane,Thomas,jane.thomas@yahoo.com,5554352415,30,127826,2021-09-14,Inactive,San Diego,TX,1097.65,32
CUST_00103,Tom,Smith,tom.smith@invalid,1236424902,21,5000,2023-12-28,Suspended,los angeles,TX,1792.2,59
CUST_00104,jane,Thomas,jane.thomas@gmail.com,456.920.7438,32,51569,2020-10-05,Active,Chicago,PA,1076.49,99
CUST_00105,David,Taylor,david.taylor@yahoo.com,(123) 320-6370,34,47789,2020-03-04,Pending,San Diego,CA,1609.75,18
CUST_00106,John,Davis,john.davis@gmail.com,(789) 932-2228,71,41059,2020-03-28,Pending,New York,TX,771.63,55
CUST_00107,Sarah,Brown,sarah.brown@yahoo.com,555-162-2437,69,107674,2023-01-18,Active,San Antonio,TX,694.63,73
CUST_00108,Tom,Miller,tom.miller@gmail.com,555.263.2640,68,5000,2021-03-25,Pending,Philadelphia,IL,1189.11,95
CUST_00109,Anna,Smith,anna.smith@yahoo.com,555-279-9035,48,145310,2023-06-11,Inactive,Chicago,PA,303.95,91
CUST_00110,Jane,Anderson,jane.anderson@gmail.com,789-261-8157,53,146745,2023-06-10,Suspended,Houston,TX,1380.11,17
CUST_00111,John, Thomas,john.thomas@yahoo.com,999.439.2274,74,1000000,2023-10-04,Suspended,san diego,CA,1576.17,93
CUST_00112,Tom,Taylor,tom.taylor@gmail.com,123.266.8393,34,5000,2021-12-01,Inactive,San Antonio,CA,1970.7,62
CUST_00113,Tom,Brown,tom.brown@invalid,5551981813,71,32144,2022-01-08,Active,san antonio,CA,203.0,27
CUST_00114,David,Johnson,david.johnson@gmail.com,999.478.4056,34,60200,2023-03-01,Active,Chicago,CA,1618.28,53
CUST_00115,Anna,Davis,anna.davis@yahoo.com,555-587-5896,66,149395,2020-12-08,Inactive,Houston,TX,1646.9,19
CUST_00116,David,Wilson,david.wilson@gmail.com,(789) 632-8506,27,101372,2020-07-24,Active,San Jose,TX,,53
CUST_00117,Emma,THOMAS,emma.thomas@yahoo.com,(123) 505-6431,68,61745,2022-10-03,Active,Houston,CA,648.53,94
CUST_00118,Jane,Davis,jane.davis@gmail.com,(123) 627-3604,74,134704,2020-04-28,Inactive,New York,TX,1648.78,65
CUST_00119,Jane,Smith,jane.smith@gmail.com,789-866-2480,67,5000,2023-08-18,Inactive,Houston,NY,,99
CUST_00120, Emma ,Brown,emma.brown@gmail.com,789.570.5128,70,101609,2020-07-28,Active,Dallas,PA,1191.61,37
CUST_00121,jane,Taylor,jane.taylor@yahoo.com,789-629-4937,59,63745,2021-06-15,Pending, San Antonio ,CA,692.9,92
CUST_00122,Chris,Taylor,chris.taylor@yahoo.com,456.858.5237,32,122545,2021-09-20,Pending,Philadelphia,CA,,61
CUST_00123,Anna,THOMAS,anna.thomas@gmail.com,7894507704,73,127097,2020-06-14,Pending,Philadelphia,NY,554.32,98
CUST_00124,Anna,Brown,anna.brown@gmail.com,555-138-9745,18,57613,2021-04-08,Suspended,Phoenix,CA,139.92,6
CUST_00125,David,Taylor,david.taylor@invalid,789-868-4087,26,27872,2023-04-22,Inactive,Los Angeles,NY,1284.24,99
CUST_00126,John, Thomas,john.thomas@gmail.com,555.818.3508,24,60386,2023-06-29,Inactive,San Antonio,CA,236.88,14
CUST_00127,Anna,Davis,anna.davis@gmail.com,(999) 608-4402,71,89763,2020-11-01,Active,dallas,AZ,918.93,38
CUST_00128,John,Johnson,john.johnson@gmail.com,1234366857,150,37183,2022-02-02,Suspended,Chicago,CA,777.57,62
CUST_00129,Mike,Johnson,mike.johnson@yahoo.com,555-285-7221,49,78907,2022-06-21,Active,Los Angeles,TX,1157.53,73
CUST_00130,Lisa,Anderson,lisa.anderson@gmail.com,555-111-3571,49,68371,2021-07-23,Active,Dallas,TX,166.87,57
CUST_00131,Emma,Johnson,emma.johnson@gmail.com,5556204389,150,132031,2021-04-01,Pending,Philadelphia,CA,732.96,58
CUST_00132,Sarah,Smith,sarah.smith@yahoo.com,123-243-7704,72,84905,2021-01-25,Suspended, Los Angeles ,CA,1784.59,59
CUST_00133,Chris,BROWN,chris.brown@gmail.com,999.848.3103,42,104822,2023-11-19,Inactive,Phoenix,AZ,275.41,53
CUST_00134,Chris,Miller,chris.miller@gmail.com,456.788.3173,66,87963,2023-04-08,Pending,Dallas,NY,60.29,19
CUST_00135,John,Davis,john.davis@gmail.com,7892044675,68,116242,2021-08-12,Active,San Antonio,PA,,7
CUST_00136,David,Davis,david.davis@yahoo.com,789-856-4218,5,47779,2022-11-18,Active,san antonio,AZ,1172.13,33
CUST_00137,emma,Brown,emma.brown@yahoo.com,(789) 602-6866,28,95390,2022-04-06,Active,Philadelphia,PA,594.21,97
CUST_00138, Emma ,Anderson,emma.anderson@yahoo.com,999.490.2857,51,74146,2022-11-19,Pending,san diego,TX,173.87,13
CUST_00139,chris,ANDERSON,chris.anderson@gmail.com,(123) 310-9810,39,34600,2020-04-21,Inactive,Phoenix,TX,,53
CUST_00140,Tom, Moore,tom.moore@gmail.com,(999) 146-2189,77,76788,2023-09-15,Active,San Diego,TX,1700.44,38
CUST_00141,Mike,Miller,mike.miller@yahoo.com,(999) 995-3316,65,120150,2021-12-05,Inactive,San Antonio,IL,449.37,33
CUST_00142,Mike,Thomas,mike.thomas@gmail.com,789-356-2608,33,106201,2020-05-22,Inactive,Philadelphia,AZ,313.27,73
CUST_00143,Lisa,Moore,lisa.moore@gmail.com,7894676004,29,35744,2021-07-28,Inactive,Dallas,CA,1785.29,65
CUST_00144,Anna,Thomas,anna.thomas@yahoo.com,(555) 769-3435,50,56310,2023-06-11,Inactive,Dallas,CA,,85
CUST_00145,Mike,TAYLOR,mike.taylor@gmail.com,(456) 630-6918,51,60847,2021-06-23,Inactive,San Antonio,CA,758.89,29
CUST_00146,Lisa,Wilson,lisa.wilson@gmail.com,123-316-3461,39,88113,2023-10-14,Pending,San Diego,TX,95.86,74
CUST_00147,mike,Anderson,mike.anderson@yahoo.com,9995598723,71,43705,2023-04-08,Inactive,San Jose,PA,,77
CUST_00148,Sarah,Moore,sarah.moore@gmail.com,(456) 720-2577,60,104098,2023-01-09,Active,San Antonio,NY,863.62,62
CUST_00149,Tom,Wilson,tom.wilson@gmail.com,555-979-2373,65,100757,2022-12-06,Active,dallas,PA,222.1,55
CUST_00150,David,Miller,david.miller@yahoo.com,555.672.8925,43,137066,2023-09-12,Active,Houston,IL,1021.6,44
CUST_00151, Anna ,Smith,anna.smith@yahoo.com,5557231618,43,93289,2021-08-09,Active,Chicago,TX,,67
CUST_00152,John,Thomas,john.thomas@yahoo.com,(456) 188-5520,22,1000000,2021-08-05,Suspended,Philadelphia,CA,,59
CUST_00153,Anna,Smith,anna.smith@yahoo.com,999-932-5098,79,114337,2022-08-01,Active,San Diego,TX,467.56,41
CUST_00154,Lisa,Anderson,lisa.anderson@yahoo.com,789-587-6142,61,5000,2022-10-18,Inactive,Houston,TX,1671.53,80
CUST_00155,Jane,Johnson,jane.johnson@gmail.com,123.604.5501,66,32097,2022-12-12,Pending, San Diego ,PA,1375.81,23
CUST_00156, Jane ,Anderson,jane.anderson@gmail.com,999.369.4885,49,79931,2023-12-06,Suspended,Philadelphia,IL,1958.75,88
CUST_00157,Jane,Miller,jane.miller@yahoo.com,555.611.3203,37,137525,2023-03-08,Active,san antonio,TX,958.31,81
CUST_00158,Lisa,Miller,lisa.miller@gmail.com,9997899363,46,74947,2023-06-10,Suspended,San Diego,IL,1857.85,54
CUST_00159,Anna,MOORE,anna.moore@gmail.com,7898659535,29,41389,2021-04-25,Suspended,Los Angeles,CA,1758.6,71
CUST_00160,Tom,ANDERSON,tom.anderson@yahoo.com,789-855-5655,60,144966,2021-10-28,Pending,San Diego,AZ,278.88,90
CUST_00161,Anna,Thomas,anna.thomas@gmail.com,789.552.6044,18,131873,2020-10-06,Suspended, Phoenix ,CA,,62
CUST_00162,Tom,Miller,tom.miller@gmail.com,456-948-7199,69,1000000,2023-11-03,Suspended,Phoenix,AZ,1708.43,24
CUST_00163,Jane,Taylor,jane.taylor@gmail.com,(999) 122-4046,27,53467,2021-12-01,Pending,Phoenix,PA,1584.94,43
CUST_00164,Mike,Smith,mike.smith@gmail.com,555-224-5078,67,112294,2021-03-02,Pending,San Antonio,PA,1459.19,96
CUST_00165,Chris,Johnson,chris.johnson@gmail.com,1236982960,18,1000000,2023-11-15,Pending,San Jose,TX,191.89,80
CUST_00166,John,Smith,john.smith@gmail.com,999.850.4161,34,88609,2023-12-18,Pending,Dallas,TX,1091.8,42
CUST_00167,David,Thomas,david.thomas@gmail.com,789-894-9289,22,95642,2022-03-04,Inactive,Dallas,IL,651.97,83
CUST_00168,Jane,ANDERSON,jane.anderson@gmail.com,(456) 201-1521,56,26715,2021-03-03,Pending,Los Angeles,PA,1877.11,54
CUST_00169,John,THOMAS,john.thomas@yahoo.com,123-644-7313,53,38829,2023-07-31,Suspended,San Diego,CA,368.99,52
CUST_00170,Mike,Anderson,mike.anderson@invalid,789-522-8054,53,500000,2022-01-07,Pending, San Diego ,NY,,77
CUST_00171,mike,Miller,mike.miller@yahoo.com,789-669-3534,41,57749,2021-04-22,Suspended,phoenix,TX,1449.93,62
CUST_00172,Anna,Johnson,anna.johnson@gmail.com,7898651187,51,95769,2023-03-02,Inactive,Philadelphia,NY,1994.76,58
CUST_00173,anna,Anderson,anna.anderson@gmail.com,123-368-2393,30,110491,2023-03-16,Inactive,Dallas,TX,539.85,56
CUST_00174,Anna,Johnson,anna.johnson@yahoo.com,789-731-8245,41,120484,2020-06-24,Active,New York,IL,,37
CUST_00175,Jane,MILLER,jane.miller@gmail.com,(789) 661-8913,21,128440,2023-11-27,Suspended,New York,CA,549.91,85
CUST_00176,Jane,Smith,jane.smith@yahoo.com,(789) 596-9709,51,89216,2022-03-16,Inactive,New York,AZ,1956.71,65
CUST_00177,John, Miller,john.miller@gmail.com,4566334726,27,65944,2023-05-24,Suspended,San Diego,IL,1371.26,26
CUST_00178,David,Anderson,david.anderson@gmail.com,456-670-9732,66,79269,2022-04-22,Suspended,San Diego,AZ,383.99,17
CUST_00179,Anna,Thomas,anna.thomas@gmail.com,5552887348,28,29224,2022-04-16,Active,Phoenix,TX,141.61,57
CUST_00180,Emma,Wilson,emma.wilson@yahoo.com,(789) 503-9784,33,76853,2020-03-21,Pending,Dallas,TX,802.1,39
CUST_00181,David,Taylor,david.taylor@gmail.com,5552387440,19,102373,2023-12-30,Inactive,san diego,IL,255.85,15
CUST_00182,Lisa,Johnson,lisa.johnson@gmail.com,5552831840,64,83491,2021-08-14,Inactive,Los Angeles,NY,513.69,59
CUST_00183,Emma,Anderson,emma.anderson@gmail.com,555-350-9967,40,136913,2020-03-07,Suspended, Philadelphia ,TX,,21
CUST_00184,Anna,Thomas,anna.thomas@gmail.com,789.876.8001,25,60968,2021-11-05,Pending,Dallas,NY,1462.16,81
CUST_00185,Jane,Taylor,jane.taylor@yahoo.com,789-232-9132,80,40493,2020-02-19,Pending,Los Angeles,CA,,53
CUST_00186,Lisa,Anderson,lisa.anderson@gmail.com,(789) 618-6307,30,69294,2023-10-09,Pending,San Diego,CA,926.63,69
CUST_00187,Emma,MOORE,emma.moore@gmail.com,123.167.3446,200,46753,2023-03-15,Pending,Chicago,AZ,635.85,5
CUST_00188,Jane,Taylor,jane.taylor@gmail.com,7896181408,27,146062,2022-09-17,Suspended,Philadelphia,TX,274.11,93
CUST_00189, Tom ,Anderson,tom.anderson@gmail.com,123.123.6114,36,66831,2022-06-22,Active,Phoenix,NY,,72
CUST_00190,Sarah,Anderson,sarah.anderson@gmail.com,(123) 418-6549,21,76369,2021-01-01,Pending,San Jose,TX,1345.03,69
CUST_00191,Emma,Thomas,emma.thomas@yahoo.com,555-329-3354,60,137825,2021-10-27,Pending,san diego,PA,1693.07,37
CUST_00192,Anna,Thomas,anna.thomas@yahoo.com,7896613605,39,115971,2023-04-25,Pending,San Antonio,TX,1342.51,95
CUST_00193,Anna,Taylor,anna.taylor@gmail.com,(555) 171-2781,26,143391,2023-07-26,Active,Chicago,AZ,1160.08,26
CUST_00194,Lisa,Miller,lisa.miller@yahoo.com,(789) 191-1133,53,5000,2023-12-11,Suspended,Los Angeles,TX,1184.43,81
CUST_00195,Tom,Moore,tom.moore@gmail.com,(789) 960-7835,27,88792,2023-09-09,Pending,chicago,TX,,90
CUST_00196,Tom,Thomas,tom.thomas@gmail.com,999.829.9220,20,117390,2022-01-24,Active,San Jose,IL,1057.55,97
CUST_00197,emma,Anderson,emma.anderson@yahoo.com,(123) 800-9834,50,1000000,2021-11-09,Pending,Philadelphia,AZ,1393.15,77
CUST_00198,anna,Miller,anna.miller@invalid,999.229.9283,35,58679,2020-01-30,Active,San Jose,IL,745.84,23
CUST_00199, Sarah ,Taylor,sarah.taylor@invalid,999-957-9125,64,52637,2023-03-29,Suspended,New York,CA,933.39,61
CUST_00200,Chris,Davis,chris.davis@gmail.com,5557526797,59,68904,2021-07-07,Suspended,Los Angeles,CA,1500.69,94
CUST_00201,Sarah,Anderson,sarah.anderson@yahoo.com,123.801.8306,20,37050,2020-04-26,Inactive,San Jose,CA,1213.32,49
CUST_00202,Anna,Brown,anna.brown@yahoo.com,789.363.3653,42,32872,2021-06-12,Suspended,Chicago,TX,365.1,63
CUST_00203,Chris,Moore,chris.moore@gmail.com,(999) 845-5105,35,68231,2022-03-12,Active,Dallas,CA,1689.66,100
CUST_00204,Jane,Anderson,jane.anderson@gmail.com,789.747.2485,47,63005,2023-08-19,Inactive,Chicago,TX,786.31,14
CUST_00205,lisa,Taylor,lisa.taylor@yahoo.com,9997586041,71,27151,2020-03-16,Suspended,New York,TX,1616.14,86
CUST_00206,Chris,Brown,chris.brown@gmail.com,999.114.3822,24,47372,2023-04-25,Active,Los Angeles,CA,1610.86,55
CUST_00207,Tom,Wilson,tom.wilson@invalid,456-707-3841,28,97536,2020-12-03,Pending, Houston ,CA,1268.07,49
CUST_00208,john,TAYLOR,john.taylor@gmail.com,5556358379,29,29931,2023-05-06,Inactive,San Diego,AZ,19.09,31
CUST_00209,Chris,Johnson,chris.johnson@yahoo.com,4568018772,60,5000,2023-08-13,Suspended,Phoenix,CA,1519.23,6
CUST_00210,John,Anderson,john.anderson@yahoo.com,999.865.6336,33,139017,2021-02-13,Pending,houston,NY,,19
CUST_00211,Anna,Taylor,anna.taylor@gmail.com,7892138627,66,141183,2021-08-27,Inactive,San Jose,TX,,12
CUST_00212,Chris,Taylor,chris.taylor@gmail.com,4566871083,5,1000000,2022-10-29,Active,San Antonio,CA,488.62,72
